DistrictType,Office,Party,DistrictNumber,Votes,Year
State House,State Representative,Green,HD64,,2020
State House,State Representative,Green,HD65,,2020
State House,State Representative,Green,HD66,,2020
State House,State Representative,Green,HD67,,2020
State House,State Representative,Green,HD68,,2020
State House,State Representative,Green,HD69,,2020
State House,State Representative,Green,HD7,,2020
State House,State Representative,Green,HD70,,2020
State House,State Representative,Green,HD71,,2020
State House,State Representative,Green,HD72,,2020
State House,State Representative,Green,HD73,,2020
State House,State Representative,Green,HD74,,2020
State House,State Representative,Green,HD75,,2020
State House,State Representative,Green,HD76,,2020
State House,State Representative,Green,HD77,,2020
State House,State Representative,Green,HD78,,2020
State House,State Representative,Green,HD79,,2020
State House,State Representative,Green,HD8,,2020
State House,State Representative,Green,HD80,,2020
State House,State Representative,Green,HD81,,2020
State House,State Representative,Green,HD82,,2020
State House,State Representative,Green,HD83,,2020
State House,State Representative,Green,HD84,,2020
State House,State Representative,Green,HD85,,2020
State House,State Representative,Green,HD86,,2020
State House,State Representative,Green,HD87,,2020
State House,State Representative,Green,HD88,,2020
State House,State Representative,Green,HD89,,2020
State House,State Representative,Green,HD9,,2020
State House,State Representative,Green,HD90,,2020
State House,State Representative,Green,HD91,,2020
State House,State Representative,Green,HD92,,2020
State House,State Representative,Green,HD93,,2020
State House,State Representative,Green,HD94,,2020
State House,State Representative,Green,HD95,,2020
State House,State Representative,Green,HD96,,2020
State House,State Representative,Green,HD97,,2020
State House,State Representative,Green,HD98,,2020
State House,State Representative,Green,HD99,,2020
State House,State Representative,Libertarian,HD1,,2020
State House,State Representative,Libertarian,HD10,,2020
State House,State Representative,Libertarian,HD100,,2020
State House,State Representative,Libertarian,HD101,,2020
State House,State Representative,Libertarian,HD102,,2020
State House,State Representative,Libertarian,HD103,,2020
State House,State Representative,Libertarian,HD104,,2020
State House,State Representative,Libertarian,HD105,,2020
State House,State Representative,Libertarian,HD106,,2020
State House,State Representative,Libertarian,HD107,4948,2020
State House,State Representative,Libertarian,HD108,,2020
State House,State Representative,Libertarian,HD109,,2020
State House,State Representative,Libertarian,HD11,,2020
State House,State Representative,Libertarian,HD110,3836,2020
State House,State Representative,Libertarian,HD111,1200,2020
State House,State Representative,Libertarian,HD112,9075,2020
State House,State Representative,Libertarian,HD113,957,2020
State House,State Representative,Libertarian,HD114,,2020
State House,State Representative,Libertarian,HD115,,2020
State House,State Representative,Libertarian,HD116,,2020
State House,State Representative,Libertarian,HD117,,2020
State House,State Representative,Libertarian,HD118,,2020
State House,State Representative,Libertarian,HD119,,2020
State House,State Representative,Libertarian,HD12,,2020
State House,State Representative,Libertarian,HD120,,2020
State House,State Representative,Libertarian,HD121,,2020
State House,State Representative,Libertarian,HD122,,2020
State House,State Representative,Libertarian,HD123,,2020
State House,State Representative,Libertarian,HD124,,2020
State House,State Representative,Libertarian,HD125,,2020
State House,State Representative,Libertarian,HD126,,2020
State House,State Representative,Libertarian,HD127,,2020
State House,State Representative,Libertarian,HD128,,2020
State House,State Representative,Libertarian,HD129,,2020
State House,State Representative,Libertarian,HD13,,2020
State House,State Representative,Libertarian,HD130,,2020
State House,State Representative,Libertarian,HD131,,2020
State House,State Representative,Libertarian,HD132,,2020
State House,State Representative,Libertarian,HD133,,2020
State House,State Representative,Libertarian,HD134,,2020
State House,State Representative,Libertarian,HD135,,2020
State House,State Representative,Libertarian,HD136,,2020
State House,State Representative,Libertarian,HD137,,2020
State House,State Representative,Libertarian,HD138,,2020
State House,State Representative,Libertarian,HD139,,2020
State House,State Representative,Libertarian,HD14,,2020
State House,State Representative,Libertarian,HD140,,2020
State House,State Representative,Libertarian,HD141,,2020
State House,State Representative,Libertarian,HD142,,2020
State House,State Representative,Libertarian,HD143,,2020
State House,State Representative,Libertarian,HD144,,2020
State House,State Representative,Libertarian,HD145,,2020
State House,State Representative,Libertarian,HD146,,2020
State House,State Representative,Libertarian,HD147,,2020
State House,State Representative,Libertarian,HD148,,2020
State House,State Representative,Libertarian,HD149,,2020
State House,State Representative,Libertarian,HD15,,2020
State House,State Representative,Libertarian,HD150,,2020
State House,State Representative,Libertarian,HD151,,2020
State House,State Representative,Libertarian,HD152,,2020
State House,State Representative,Libertarian,HD153,,2020
State House,State Representative,Libertarian,HD154,,2020
State House,State Representative,Libertarian,HD155,,2020
State House,State Representative,Libertarian,HD156,,2020
State House,State Representative,Libertarian,HD157,,2020
State House,State Representative,Libertarian,HD158,,2020
State House,State Representative,Libertarian,HD159,,2020
State House,State Representative,Libertarian,HD16,,2020
State House,State Representative,Libertarian,HD160,,2020
State House,State Representative,Libertarian,HD161,,2020
State House,State Representative,Libertarian,HD162,,2020
State House,State Representative,Libertarian,HD163,,2020
State House,State Representative,Libertarian,HD164,,2020
State House,State Representative,Libertarian,HD165,,2020
State House,State Representative,Libertarian,HD166,,2020
State House,State Representative,Libertarian,HD167,,2020
State House,State Representative,Libertarian,HD168,,2020
State House,State Representative,Libertarian,HD169,,2020
State House,State Representative,Libertarian,HD17,,2020
State House,State Representative,Libertarian,HD170,,2020
State House,State Representative,Libertarian,HD171,,2020
State House,State Representative,Libertarian,HD172,,2020
State House,State Representative,Libertarian,HD173,,2020
State House,State Representative,Libertarian,HD174,,2020
State House,State Representative,Libertarian,HD175,,2020
State House,State Representative,Libertarian,HD176,,2020
State House,State Representative,Libertarian,HD177,,2020
State House,State Representative,Libertarian,HD178,,2020
State House,State Representative,Libertarian,HD179,,2020
State House,State Representative,Libertarian,HD18,,2020
State House,State Representative,Libertarian,HD180,,2020
State House,State Representative,Libertarian,HD181,,2020
State House,State Representative,Libertarian,HD182,,2020
State House,State Representative,Libertarian,HD183,,2020
State House,State Representative,Libertarian,HD184,,2020
State House,State Representative,Libertarian,HD185,,2020
State House,State Representative,Libertarian,HD186,,2020
State House,State Representative,Libertarian,HD187,,2020
State House,State Representative,Libertarian,HD188,,2020
State House,State Representative,Libertarian,HD189,,2020
State House,State Representative,Libertarian,HD19,,2020
State House,State Representative,Libertarian,HD190,,2020
State House,State Representative,Libertarian,HD191,,2020
State House,State Representative,Libertarian,HD192,,2020
State House,State Representative,Libertarian,HD193,,2020
State House,State Representative,Libertarian,HD194,,2020
State House,State Representative,Libertarian,HD195,,2020
State House,State Representative,Libertarian,HD196,,2020
State House,State Representative,Libertarian,HD197,,2020
